Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Case_Closure_Days
33759,2023-08-11,2023-07-11,08-11-2023 11:04,Lucknow,418,KIDNAPPING,77,F,Knife,Other Crime,19,Yes,2023-12-03,2023,25.0
33760,2023-07-11,2023-07-11,08-11-2023 06:00,Srinagar,542,FIREARM OFFENSE,38,F,Explosives,Fire Accident,13,No,,2023,
33761,2023-09-11,2023-07-11,08-11-2023 01:36,Delhi,582,COUNTERFEITING,64,F,Explosives,Other Crime,14,No,,2023,
33762,2023-08-11,2023-07-11,08-11-2023 03:52,Delhi,214,FIREARM OFFENSE,63,F,Knife,Fire Accident,17,Yes,2024-01-21,2023,74.0
33763,2023-09-11,2023-07-11,08-11-2023 06:15,Kolkata,373,IDENTITY THEFT,14,M,Blunt Object,Violent Crime,12,Yes,2023-12-14,2023,35.0
33764,2023-08-11,2023-07-11,07-11-2023 23:20,Ludhiana,597,DOMESTIC VIOLENCE,70,F,Firearm,Violent Crime,11,No,,2023,
33765,2023-08-11,2023-07-11,08-11-2023 10:43,Chennai,399,ILLEGAL POSSESSION,55,F,Blunt Object,Other Crime,19,Yes,2023-12-25,2023,47.0
33766,2023-09-11,2023-07-11,08-11-2023 11:04,Delhi,368,SHOPLIFTING,45,F,Other,Other Crime,5,Yes,2023-12-25,2023,46.0
33767,2023-10-11,2023-07-11,08-11-2023 07:14,Hyderabad,553,KIDNAPPING,64,F,,Other Crime,1,Yes,2024-01-28,2023,79.0
33768,2023-08-11,2023-07-11,08-11-2023 17:41,Bangalore,468,CYBERCRIME,43,F,Knife,Other Crime,12,No,,2023,
33769,2023-10-11,2023-08-11,08-11-2023 16:04,Mumbai,156,COUNTERFEITING,11,F,Knife,Other Crime,16,Yes,2024-01-22,2023,73.0
33770,2023-10-11,2023-08-11,08-11-2023 15:17,Faridabad,480,IDENTITY THEFT,72,F,,Violent Crime,13,Yes,2023-12-03,2023,23.0
33771,2023-09-11,2023-08-11,08-11-2023 02:06,Surat,502,CYBERCRIME,16,F,,Other Crime,5,Yes,2024-01-24,2023,76.0
33772,2023-09-11,2023-08-11,08-11-2023 15:19,Mumbai,170,IDENTITY THEFT,67,F,,Violent Crime,7,Yes,2023-12-04,2023,25.0
33773,2023-10-11,2023-08-11,09-11-2023 01:23,Jaipur,482,COUNTERFEITING,72,F,Poison,Other Crime,2,No,,2023,
33774,2023-09-11,2023-08-11,09-11-2023 01:08,Delhi,535,IDENTITY THEFT,58,M,Other,Violent Crime,2,Yes,2023-12-13,2023,34.0
33775,2023-09-11,2023-08-11,08-11-2023 16:47,Jaipur,202,DOMESTIC VIOLENCE,44,F,Blunt Object,Violent Crime,9,No,,2023,
33776,2023-09-11,2023-08-11,09-11-2023 02:16,Mumbai,317,DRUG OFFENSE,15,F,Explosives,Other Crime,8,No,,2023,
33777,2023-08-11,2023-08-11,08-11-2023 09:32,Delhi,519,VEHICLE - STOLEN,11,M,,Violent Crime,13,Yes,2024-01-21,2023,74.0
33778,2023-09-11,2023-08-11,09-11-2023 08:48,Hyderabad,114,VANDALISM,49,M,Firearm,Other Crime,11,No,,2023,
33779,2023-10-11,2023-08-11,09-11-2023 02:14,Lucknow,111,TRAFFIC VIOLATION,42,F,,Traffic Fatality,18,Yes,2023-12-06,2023,26.0
33780,2023-09-11,2023-08-11,08-11-2023 22:23,Agra,443,FRAUD,33,M,Blunt Object,Other Crime,9,No,,2023,
33781,2023-10-11,2023-08-11,08-11-2023 21:51,Bangalore,545,IDENTITY THEFT,22,F,Blunt Object,Violent Crime,4,Yes,2023-11-25,2023,15.0
33782,2023-09-11,2023-08-11,08-11-2023 22:27,Chennai,342,IDENTITY THEFT,27,M,Other,Violent Crime,8,Yes,2024-01-03,2023,55.0
33783,2023-09-11,2023-08-11,09-11-2023 13:54,Bhopal,126,VANDALISM,78,F,,Other Crime,5,No,,2023,
33784,2023-10-11,2023-08-11,08-11-2023 15:52,Mumbai,495,VEHICLE - STOLEN,53,F,Other,Violent Crime,9,No,,2023,
33785,2023-10-11,2023-08-11,08-11-2023 23:15,Delhi,297,IDENTITY THEFT,74,M,Knife,Violent Crime,4,No,,2023,
33786,2023-09-11,2023-08-11,08-11-2023 17:41,Faridabad,167,SEXUAL ASSAULT,54,F,Knife,Violent Crime,11,Yes,2024-05-31,2023,204.0
33787,2023-08-11,2023-08-11,09-11-2023 01:14,Meerut,471,CYBERCRIME,73,F,Knife,Other Crime,18,Yes,2024-01-21,2023,74.0
33788,2023-11-11,2023-08-11,09-11-2023 17:05,Mumbai,126,KIDNAPPING,12,F,Other,Other Crime,5,Yes,2024-01-05,2023,55.0
33789,2023-10-11,2023-08-11,09-11-2023 03:36,Mumbai,522,VANDALISM,72,F,,Other Crime,18,No,,2023,
33790,2023-09-11,2023-08-11,09-11-2023 08:56,Jaipur,367,VANDALISM,60,F,Poison,Other Crime,5,Yes,2024-01-01,2023,53.0
33791,2023-09-11,2023-08-11,09-11-2023 06:51,Hyderabad,546,TRAFFIC VIOLATION,54,F,Blunt Object,Traffic Fatality,11,No,,2023,
33792,2023-11-11,2023-08-11,09-11-2023 13:06,Delhi,151,KIDNAPPING,19,F,Blunt Object,Other Crime,13,No,,2023,
33793,2023-09-11,2023-09-11,09-11-2023 16:20,Agra,339,TRAFFIC VIOLATION,60,M,Knife,Traffic Fatality,18,Yes,2023-11-26,2023,17.0
33794,2023-11-11,2023-09-11,09-11-2023 07:01,Faridabad,280,VANDALISM,58,F,Knife,Other Crime,19,Yes,2023-12-05,2023,24.0
33795,2023-11-11,2023-09-11,09-11-2023 03:00,Srinagar,401,ARSON,22,M,Explosives,Fire Accident,8,No,,2023,
33796,2023-11-11,2023-09-11,09-11-2023 18:41,Kolkata,446,DRUG OFFENSE,14,F,Other,Other Crime,13,No,,2023,
33797,2023-10-11,2023-09-11,10-11-2023 02:33,Mumbai,288,IDENTITY THEFT,60,F,Explosives,Violent Crime,18,No,,2023,
33798,2023-09-11,2023-09-11,09-11-2023 10:50,Bangalore,101,ILLEGAL POSSESSION,38,F,Firearm,Other Crime,11,No,,2023,
33799,2023-09-11,2023-09-11,09-11-2023 08:04,Jaipur,159,EXTORTION,67,F,Firearm,Other Crime,3,Yes,2024-01-19,2023,71.0
33800,2023-09-11,2023-09-11,09-11-2023 07:04,Patna,472,DRUG OFFENSE,46,F,Firearm,Other Crime,18,Yes,2024-01-20,2023,72.0
33801,2023-10-11,2023-09-11,09-11-2023 13:47,Hyderabad,298,VANDALISM,22,F,Poison,Other Crime,6,No,,2023,
33802,2023-11-11,2023-09-11,09-11-2023 23:05,Lucknow,155,HOMICIDE,70,F,Blunt Object,Other Crime,11,Yes,2025-06-22,2023,589.0
33803,2023-10-11,2023-09-11,09-11-2023 15:11,Delhi,463,VANDALISM,75,F,Firearm,Other Crime,19,Yes,2024-01-10,2023,61.0
33804,2023-11-11,2023-09-11,09-11-2023 19:52,Delhi,554,IDENTITY THEFT,17,F,Other,Violent Crime,8,No,,2023,
33805,2023-11-11,2023-09-11,10-11-2023 10:23,Bangalore,506,BURGLARY,22,F,Other,Other Crime,8,Yes,2024-01-20,2023,70.0
33806,2023-09-11,2023-09-11,09-11-2023 18:46,Lucknow,579,CYBERCRIME,11,F,,Other Crime,10,No,,2023,
33807,2023-10-11,2023-09-11,10-11-2023 11:27,Ahmedabad,479,BURGLARY,47,F,Poison,Other Crime,5,No,,2023,
33808,2023-12-11,2023-09-11,09-11-2023 17:35,Chennai,588,CYBERCRIME,25,M,Explosives,Other Crime,3,Yes,2023-12-16,2023,34.0
33809,2023-10-11,2023-09-11,10-11-2023 03:34,Kolkata,535,KIDNAPPING,58,F,Poison,Other Crime,6,Yes,2023-11-18,2023,8.0
33810,2023-12-11,2023-09-11,09-11-2023 21:32,Mumbai,101,CYBERCRIME,51,M,Blunt Object,Other Crime,18,No,,2023,
33811,2023-11-11,2023-09-11,09-11-2023 20:58,Ahmedabad,228,ILLEGAL POSSESSION,78,F,Firearm,Other Crime,3,No,,2023,
33812,2023-11-11,2023-09-11,10-11-2023 03:42,Nagpur,166,DRUG OFFENSE,38,M,Other,Other Crime,14,Yes,2023-12-23,2023,42.0
33813,2023-11-11,2023-09-11,10-11-2023 01:14,Kolkata,367,HOMICIDE,54,F,Blunt Object,Other Crime,17,Yes,2025-04-01,2023,507.0
33814,2023-12-11,2023-09-11,10-11-2023 01:08,Thane,319,FIREARM OFFENSE,32,M,Other,Fire Accident,10,Yes,2023-11-30,2023,18.0
33815,2023-12-11,2023-09-11,10-11-2023 18:15,Bangalore,198,IDENTITY THEFT,31,M,Explosives,Violent Crime,8,No,,2023,
33816,2023-12-11,2023-09-11,10-11-2023 02:58,Meerut,434,DOMESTIC VIOLENCE,35,F,Firearm,Violent Crime,6,Yes,2023-12-09,2023,27.0
33817,2023-11-11,2023-10-11,10-11-2023 23:35,Mumbai,461,ROBBERY,13,F,Other,Violent Crime,5,Yes,2024-04-05,2023,146.0
33818,2023-11-11,2023-10-11,10-11-2023 14:37,Chennai,171,ARSON,64,M,Poison,Fire Accident,8,Yes,2024-01-27,2023,77.0
33819,2023-12-11,2023-10-11,10-11-2023 10:40,Mumbai,598,HOMICIDE,63,F,Knife,Other Crime,19,No,,2023,
33820,2023-11-11,2023-10-11,10-11-2023 11:24,Agra,291,VEHICLE - STOLEN,78,M,Explosives,Violent Crime,5,Yes,2023-11-22,2023,11.0
33821,2023-11-11,2023-10-11,10-11-2023 13:02,Pune,589,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,5,No,,2023,
33822,2023-10-11,2023-10-11,10-11-2023 14:43,Pune,385,FIREARM OFFENSE,33,M,Firearm,Fire Accident,8,Yes,2023-11-26,2023,16.0
33823,2023-11-11,2023-10-11,10-11-2023 06:49,Mumbai,267,CYBERCRIME,18,F,Knife,Other Crime,9,No,,2023,
33824,2023-12-11,2023-10-11,10-11-2023 09:49,Kolkata,288,DOMESTIC VIOLENCE,39,F,Knife,Violent Crime,2,Yes,2024-01-05,2023,54.0
33825,2023-11-11,2023-10-11,11-11-2023 00:06,Delhi,193,KIDNAPPING,65,M,Poison,Other Crime,17,No,,2023,
33826,2023-11-11,2023-10-11,11-11-2023 05:25,Patna,406,VANDALISM,49,F,Firearm,Other Crime,15,No,,2023,
33827,2023-12-11,2023-10-11,10-11-2023 16:34,Thane,454,PUBLIC INTOXICATION,31,F,,Other Crime,10,Yes,2023-12-11,2023,29.0
33828,2023-11-11,2023-10-11,11-11-2023 09:38,Delhi,117,ARSON,75,F,Blunt Object,Fire Accident,17,No,,2023,
33829,2023-11-11,2023-10-11,10-11-2023 16:21,Surat,578,FRAUD,14,F,Firearm,Other Crime,2,No,,2023,
33830,2023-10-11,2023-10-11,10-11-2023 18:32,Indore,439,EXTORTION,56,F,Explosives,Other Crime,6,No,,2023,
33831,,2023-10-11,11-11-2023 13:01,Nagpur,521,ARSON,17,F,Other,Fire Accident,15,Yes,2023-12-17,2023,34.0
33832,2023-12-11,2023-10-11,11-11-2023 03:14,Kolkata,409,FIREARM OFFENSE,28,F,Knife,Fire Accident,8,No,,2023,
33833,2023-11-11,2023-10-11,10-11-2023 21:35,Delhi,121,ROBBERY,19,M,Poison,Violent Crime,18,No,,2023,
33834,2023-12-11,2023-10-11,10-11-2023 21:43,Agra,462,DRUG OFFENSE,37,M,,Other Crime,13,No,,2023,
33835,2023-11-11,2023-10-11,11-11-2023 13:45,Hyderabad,438,DOMESTIC VIOLENCE,17,M,Poison,Violent Crime,5,Yes,2023-12-06,2023,25.0
33836,2023-12-11,2023-10-11,11-11-2023 15:54,Delhi,589,TRAFFIC VIOLATION,52,F,Other,Traffic Fatality,11,No,,2023,
33837,2023-12-11,2023-10-11,11-11-2023 01:18,Kolkata,429,BURGLARY,75,F,Firearm,Other Crime,14,No,,2023,
33838,,2023-10-11,11-11-2023 20:50,Ahmedabad,156,DOMESTIC VIOLENCE,60,M,Blunt Object,Violent Crime,3,No,,2023,
33839,2023-11-11,2023-10-11,11-11-2023 00:04,Visakhapatnam,406,CYBERCRIME,29,F,Knife,Other Crime,4,No,,2023,
33840,2023-12-11,2023-10-11,11-11-2023 01:39,Pune,255,HOMICIDE,10,F,Poison,Other Crime,3,No,,2023,
33841,2023-12-11,2023-11-11,11-11-2023 05:37,Bangalore,228,IDENTITY THEFT,58,F,Blunt Object,Violent Crime,17,No,,2023,
33842,2023-12-11,2023-11-11,11-11-2023 17:28,Delhi,388,ARSON,60,M,Blunt Object,Fire Accident,8,No,,2023,
33843,,2023-11-11,11-11-2023 14:44,Delhi,563,IDENTITY THEFT,79,F,Firearm,Violent Crime,15,No,,2023,
33844,,2023-11-11,11-11-2023 04:13,Hyderabad,496,BURGLARY,50,F,Knife,Other Crime,15,Yes,2024-04-13,2023,152.0
33845,2023-12-11,2023-11-11,11-11-2023 04:49,Ludhiana,287,HOMICIDE,64,M,,Other Crime,18,No,,2023,
33846,2023-12-11,2023-11-11,12-11-2023 02:27,Mumbai,463,FIREARM OFFENSE,22,M,Poison,Fire Accident,15,Yes,2023-12-29,2023,47.0
33847,,2023-11-11,11-11-2023 06:34,Mumbai,230,COUNTERFEITING,43,F,Explosives,Other Crime,4,No,,2023,
33848,,2023-11-11,11-11-2023 13:18,Mumbai,224,TRAFFIC VIOLATION,39,F,Other,Traffic Fatality,16,Yes,2023-12-04,2023,21.0
33849,,2023-11-11,11-11-2023 09:51,Ahmedabad,423,FIREARM OFFENSE,70,F,Knife,Fire Accident,1,No,,2023,
33850,2023-12-11,2023-11-11,11-11-2023 12:32,Delhi,387,DRUG OFFENSE,49,M,,Other Crime,18,Yes,2024-01-08,2023,57.0
33851,2023-11-11,2023-11-11,11-11-2023 17:15,Mumbai,257,VEHICLE - STOLEN,47,F,Blunt Object,Violent Crime,2,No,,2023,
33852,2023-12-11,2023-11-11,12-11-2023 10:43,Kolkata,283,CYBERCRIME,69,F,Explosives,Other Crime,3,Yes,2024-02-02,2023,82.0
33853,,2023-11-11,12-11-2023 10:10,Delhi,214,CYBERCRIME,32,F,Blunt Object,Other Crime,7,No,,2023,
33854,,2023-11-11,11-11-2023 17:22,Patna,517,KIDNAPPING,45,F,Poison,Other Crime,19,No,,2023,
33855,2023-11-11,2023-11-11,12-11-2023 03:33,Nagpur,456,TRAFFIC VIOLATION,34,F,Explosives,Traffic Fatality,9,Yes,2023-11-13,2023,2.0
33856,2023-11-11,2023-11-11,12-11-2023 13:31,Kolkata,339,FIREARM OFFENSE,39,F,Knife,Fire Accident,18,No,,2023,
33857,2023-11-11,2023-11-11,11-11-2023 23:40,Hyderabad,161,CYBERCRIME,25,F,Explosives,Other Crime,11,Yes,2023-12-18,2023,37.0
33858,,2023-11-11,12-11-2023 01:05,Pune,188,CYBERCRIME,77,M,Explosives,Other Crime,13,No,,2023,
33859,,2023-11-11,12-11-2023 05:04,Mumbai,592,ASSAULT,37,F,Firearm,Violent Crime,15,No,,2023,
33860,2023-12-11,2023-11-11,11-11-2023 23:45,Nagpur,221,CYBERCRIME,15,M,Knife,Other Crime,9,No,,2023,
33861,2023-12-11,2023-11-11,12-11-2023 16:27,Pune,130,FIREARM OFFENSE,77,M,Knife,Fire Accident,7,No,,2023,
33862,,2023-11-11,11-11-2023 22:20,Kanpur,264,COUNTERFEITING,47,M,,Other Crime,4,Yes,2023-12-10,2023,27.0
33863,2023-12-11,2023-11-11,12-11-2023 17:16,Agra,392,FRAUD,71,F,Knife,Other Crime,8,Yes,2024-02-03,2023,83.0
33864,2023-12-11,2023-11-11,12-11-2023 08:32,Lucknow,211,TRAFFIC VIOLATION,13,F,Poison,Traffic Fatality,1,Yes,2023-12-03,2023,21.0
33865,,2023-12-11,12-11-2023 07:33,Mumbai,519,DRUG OFFENSE,72,F,Poison,Other Crime,10,Yes,2024-02-05,2023,83.0
33866,,2023-12-11,12-11-2023 03:43,Mumbai,400,PUBLIC INTOXICATION,62,M,Poison,Other Crime,9,No,,2023,
33867,,2023-12-11,12-11-2023 05:58,Mumbai,574,ARSON,22,F,Firearm,Fire Accident,14,Yes,2024-01-05,2023,53.0
33868,,2023-12-11,12-11-2023 15:02,Meerut,538,ASSAULT,57,F,Knife,Violent Crime,18,No,,2023,
33869,2023-12-11,2023-12-11,12-11-2023 12:06,Nashik,577,SEXUAL ASSAULT,12,F,Knife,Violent Crime,18,No,,2023,
33870,2023-12-11,2023-12-11,12-11-2023 08:26,Bangalore,186,IDENTITY THEFT,74,M,Explosives,Violent Crime,17,No,,2023,
33871,,2023-12-11,12-11-2023 07:50,Lucknow,261,ROBBERY,16,F,,Violent Crime,8,Yes,2024-03-13,2023,119.0
33872,2023-12-11,2023-12-11,13-11-2023 00:18,Visakhapatnam,325,ARSON,55,M,Poison,Fire Accident,2,Yes,2023-12-25,2023,43.0
33873,,2023-12-11,13-11-2023 06:30,Kalyan,190,DRUG OFFENSE,56,F,Blunt Object,Other Crime,19,Yes,2023-12-13,2023,28.0
33874,,2023-12-11,13-11-2023 02:34,Hyderabad,474,HOMICIDE,27,F,,Other Crime,5,Yes,2025-11-07,2023,725.0
33875,,2023-12-11,13-11-2023 01:47,Delhi,133,DRUG OFFENSE,70,F,Explosives,Other Crime,16,Yes,2024-01-20,2023,68.0
33876,2023-12-11,2023-12-11,13-11-2023 04:55,Mumbai,307,DOMESTIC VIOLENCE,11,F,Blunt Object,Violent Crime,13,No,,2023,
33877,,2023-12-11,12-11-2023 20:12,Ludhiana,494,ILLEGAL POSSESSION,27,M,Other,Other Crime,9,No,,2023,
33878,2023-12-11,2023-12-11,12-11-2023 22:44,Jaipur,492,SHOPLIFTING,21,F,Blunt Object,Other Crime,17,Yes,2024-01-23,2023,72.0
33879,,2023-12-11,12-11-2023 23:07,Hyderabad,191,IDENTITY THEFT,14,F,Poison,Violent Crime,3,Yes,2023-12-09,2023,24.0
33880,2023-12-11,2023-12-11,13-11-2023 14:40,Kalyan,363,PUBLIC INTOXICATION,26,F,Explosives,Other Crime,17,Yes,2023-11-18,2023,6.0
33881,,2023-12-11,13-11-2023 10:02,Srinagar,342,HOMICIDE,79,F,Explosives,Other Crime,10,Yes,2025-09-07,2023,664.0
33882,2023-12-11,2023-12-11,13-11-2023 14:35,Bangalore,476,ILLEGAL POSSESSION,64,M,Firearm,Other Crime,7,No,,2023,
33883,,2023-12-11,13-11-2023 17:22,Delhi,343,EXTORTION,72,F,Poison,Other Crime,5,Yes,2024-02-01,2023,80.0
33884,,2023-12-11,12-11-2023 21:19,Delhi,121,PUBLIC INTOXICATION,25,M,Blunt Object,Other Crime,4,Yes,2023-11-18,2023,3.0
33885,,2023-12-11,13-11-2023 07:39,Ahmedabad,212,BURGLARY,39,F,Knife,Other Crime,15,Yes,2024-04-09,2023,148.0
33886,,2023-12-11,13-11-2023 07:13,Jaipur,393,ILLEGAL POSSESSION,37,F,Poison,Other Crime,18,No,,2023,
33887,,2023-12-11,13-11-2023 19:21,Ludhiana,447,ILLEGAL POSSESSION,20,F,,Other Crime,8,Yes,2023-12-29,2023,44.0
33888,,2023-12-11,13-11-2023 04:19,Indore,403,ARSON,21,M,Other,Fire Accident,9,No,,2023,
33889,,,13-11-2023 12:05,Pune,538,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,3,No,,2023,
33890,,,13-11-2023 17:02,Nagpur,415,ARSON,67,F,Blunt Object,Fire Accident,9,Yes,2023-11-30,2023,16.0
33891,,,13-11-2023 14:40,Delhi,552,SHOPLIFTING,19,F,Poison,Other Crime,5,Yes,2024-02-12,2023,89.0
33892,,,13-11-2023 18:44,Mumbai,433,VANDALISM,63,M,Firearm,Other Crime,17,No,,2023,
33893,,,13-11-2023 04:38,Bhopal,415,DOMESTIC VIOLENCE,31,F,Knife,Violent Crime,13,No,,2023,
33894,,,13-11-2023 17:23,Pune,173,VEHICLE - STOLEN,36,F,Poison,Violent Crime,15,No,,2023,
33895,,,13-11-2023 09:29,Kolkata,351,EXTORTION,25,F,Poison,Other Crime,19,No,,2023,
33896,,,13-11-2023 09:03,Mumbai,176,KIDNAPPING,38,M,Other,Other Crime,19,No,,2023,
33897,,,13-11-2023 18:07,Mumbai,316,EXTORTION,26,F,Knife,Other Crime,12,No,,2023,
33898,,,13-11-2023 23:01,Bangalore,211,VANDALISM,19,F,Other,Other Crime,14,Yes,2023-12-15,2023,31.0
33899,,,13-11-2023 11:26,Pune,415,VANDALISM,56,M,Blunt Object,Other Crime,12,Yes,2024-01-30,2023,76.0
33900,,,14-11-2023 09:59,Kolkata,573,BURGLARY,42,F,Poison,Other Crime,4,Yes,2024-03-09,2023,115.0
33901,,,13-11-2023 23:04,Chennai,287,FIREARM OFFENSE,65,F,Knife,Fire Accident,9,Yes,2023-12-22,2023,38.0
33902,,,13-11-2023 20:49,Delhi,366,VEHICLE - STOLEN,24,M,Explosives,Violent Crime,12,No,,2023,
33903,,,13-11-2023 18:42,Delhi,121,ROBBERY,12,F,,Violent Crime,3,No,,2023,
33904,,,14-11-2023 12:53,Pune,423,IDENTITY THEFT,35,F,Poison,Violent Crime,12,Yes,2023-12-23,2023,39.0
33905,,,13-11-2023 18:02,Chennai,199,BURGLARY,46,M,Explosives,Other Crime,3,Yes,2024-04-16,2023,153.0
33906,,,13-11-2023 21:48,Delhi,592,TRAFFIC VIOLATION,34,M,Blunt Object,Traffic Fatality,7,Yes,2023-12-10,2023,26.0
33907,,,13-11-2023 23:12,Ludhiana,342,ASSAULT,42,F,Explosives,Violent Crime,10,No,,2023,
33908,,,14-11-2023 17:34,Bangalore,240,EXTORTION,16,F,Poison,Other Crime,19,Yes,2023-12-05,2023,20.0
33909,,,14-11-2023 00:21,Mumbai,124,PUBLIC INTOXICATION,21,F,Firearm,Other Crime,8,No,,2023,
33910,,,14-11-2023 11:04,Hyderabad,430,BURGLARY,59,M,Other,Other Crime,19,Yes,2024-01-11,2023,57.0
33911,,,13-11-2023 22:21,Mumbai,346,ROBBERY,73,F,Explosives,Violent Crime,17,Yes,2024-01-24,2023,71.0
33912,,,13-11-2023 23:50,Hyderabad,578,ASSAULT,74,M,,Violent Crime,10,Yes,2023-11-24,2023,9.0
33913,,,14-11-2023 18:29,Delhi,252,HOMICIDE,48,M,Blunt Object,Other Crime,14,No,,2023,
33914,,,14-11-2023 01:19,Delhi,302,ROBBERY,10,M,Explosives,Violent Crime,1,Yes,2024-04-26,2023,162.0
33915,,,14-11-2023 16:54,Hyderabad,505,KIDNAPPING,21,M,Other,Other Crime,8,No,,2023,
33916,,,14-11-2023 20:32,Pune,539,PUBLIC INTOXICATION,41,F,Knife,Other Crime,9,No,,2023,
33917,,,14-11-2023 22:48,Mumbai,358,VANDALISM,63,F,Other,Other Crime,19,Yes,2024-01-28,2023,73.0
33918,,,14-11-2023 23:59,Agra,168,ARSON,20,F,Knife,Fire Accident,4,Yes,2024-01-15,2023,61.0
33919,,,14-11-2023 14:09,Nagpur,508,CYBERCRIME,35,M,Blunt Object,Other Crime,13,Yes,2024-02-06,2023,82.0
33920,,,15-11-2023 03:44,Hyderabad,423,ASSAULT,70,F,Blunt Object,Violent Crime,19,No,,2023,
33921,,,14-11-2023 22:42,Lucknow,418,ROBBERY,30,M,Poison,Violent Crime,11,No,,2023,
33922,,,14-11-2023 19:06,Hyderabad,406,VEHICLE - STOLEN,69,M,Blunt Object,Violent Crime,17,Yes,2024-02-11,2023,86.0
33923,,,15-11-2023 01:44,Delhi,263,ARSON,64,F,Other,Fire Accident,11,No,,2023,
33924,,,14-11-2023 18:34,Lucknow,257,ARSON,65,F,Poison,Fire Accident,19,No,,2023,
33925,,,15-11-2023 02:14,Bangalore,573,ILLEGAL POSSESSION,48,F,Blunt Object,Other Crime,5,Yes,2023-12-27,2023,41.0
33926,,,14-11-2023 23:33,Mumbai,459,VANDALISM,20,F,Poison,Other Crime,19,Yes,2023-11-25,2023,10.0
33927,,,15-11-2023 10:05,Kolkata,343,TRAFFIC VIOLATION,17,F,Poison,Traffic Fatality,12,Yes,2023-12-11,2023,24.0
33928,,,15-11-2023 05:38,Indore,465,CYBERCRIME,26,M,Poison,Other Crime,8,No,,2023,
33929,,,15-11-2023 02:15,Ahmedabad,213,VANDALISM,75,M,Firearm,Other Crime,17,No,,2023,
33930,,,15-11-2023 10:17,Indore,172,ILLEGAL POSSESSION,50,F,Firearm,Other Crime,1,No,,2023,
33931,,,14-11-2023 18:59,Delhi,348,IDENTITY THEFT,30,M,Knife,Violent Crime,3,Yes,2024-01-13,2023,57.0
33932,,,15-11-2023 05:48,Hyderabad,142,SEXUAL ASSAULT,26,F,Explosives,Violent Crime,16,No,,2023,
33933,,,15-11-2023 01:28,Visakhapatnam,329,ARSON,70,F,Explosives,Fire Accident,5,Yes,2024-01-29,2023,75.0
33934,,,15-11-2023 04:09,Kanpur,168,DOMESTIC VIOLENCE,21,M,Explosives,Violent Crime,11,No,,2023,
33935,,,15-11-2023 03:02,Kalyan,524,SEXUAL ASSAULT,28,F,Knife,Violent Crime,10,No,,2023,
33936,,,15-11-2023 02:23,Faridabad,403,IDENTITY THEFT,35,F,,Violent Crime,1,Yes,2023-12-15,2023,29.0
33937,,,15-11-2023 09:09,Ghaziabad,268,DRUG OFFENSE,23,F,Poison,Other Crime,10,Yes,2023-12-14,2023,28.0
33938,,,15-11-2023 15:59,Mumbai,195,DRUG OFFENSE,29,F,Poison,Other Crime,10,No,,2023,
33939,,,15-11-2023 12:17,Chennai,486,ROBBERY,76,F,,Violent Crime,8,Yes,2024-01-26,2023,71.0
33940,,,15-11-2023 11:31,Thane,225,ROBBERY,30,F,Other,Violent Crime,7,Yes,2024-04-14,2023,150.0
33941,,,15-11-2023 16:56,Bangalore,579,CYBERCRIME,28,M,Poison,Other Crime,9,No,,2023,
33942,,,15-11-2023 07:47,Delhi,478,PUBLIC INTOXICATION,30,F,Other,Other Crime,1,Yes,2023-11-24,2023,7.0
33943,,,15-11-2023 16:02,Surat,539,VANDALISM,33,F,Firearm,Other Crime,13,No,,2023,
33944,,,16-11-2023 00:02,Hyderabad,498,COUNTERFEITING,74,F,Knife,Other Crime,14,Yes,2023-12-20,2023,34.0
33945,,,15-11-2023 16:14,Delhi,293,FIREARM OFFENSE,63,F,Knife,Fire Accident,17,No,,2023,
33946,,,15-11-2023 22:45,Kolkata,451,VANDALISM,26,F,Explosives,Other Crime,18,No,,2023,
33947,,,15-11-2023 21:00,Hyderabad,254,ROBBERY,41,F,Other,Violent Crime,18,No,,2023,
33948,,,16-11-2023 01:20,Surat,363,DOMESTIC VIOLENCE,46,M,Explosives,Violent Crime,9,No,,2023,
33949,,,16-11-2023 01:28,Bangalore,307,BURGLARY,29,M,Explosives,Other Crime,14,Yes,2023-12-29,2023,44.0
33950,,,15-11-2023 15:20,Hyderabad,349,SHOPLIFTING,50,F,Knife,Other Crime,6,Yes,2023-12-07,2023,21.0
33951,,,16-11-2023 13:43,Delhi,415,ROBBERY,52,M,Knife,Violent Crime,1,Yes,2024-01-16,2023,61.0
33952,,,15-11-2023 20:40,Chennai,164,COUNTERFEITING,67,F,Other,Other Crime,1,Yes,2023-12-05,2023,17.0
33953,,,16-11-2023 00:08,Hyderabad,223,HOMICIDE,49,F,Explosives,Other Crime,17,Yes,2024-07-10,2023,236.0
33954,,,16-11-2023 12:52,Kanpur,371,IDENTITY THEFT,41,F,Explosives,Violent Crime,16,No,,2023,
33955,,,16-11-2023 12:39,Kolkata,172,PUBLIC INTOXICATION,58,M,Explosives,Other Crime,4,Yes,2023-12-02,2023,16.0
33956,,,16-11-2023 11:52,Jaipur,493,IDENTITY THEFT,11,F,Blunt Object,Violent Crime,13,Yes,2024-01-14,2023,59.0
